content,score,reviewCreatedVersion,at,sentiment,sentiment_score
Aplikasi brimo sekarang kenapa ga bisa di buka padahal saya udah lama pake brimo.tapi sekarang masuk ga bisa katanya nama dan paswod tidak palid.padahal nama sesuwe di KTP yg dulu saya daftar sandi yg saya buat selalu saya ingat.tolong pihak BRI di perbaiki aplikasinya.jangann kecewakan pelanggan BRI.,1,2.73.0,2024-11-30 09:57:06,LABEL_0,0.9998438358306885
Manteb,5,2.72.0,2024-11-30 09:53:38,LABEL_0,0.9999072551727295
Sngat bgus,5,2.73.0,2024-11-30 09:53:09,LABEL_0,0.9999268054962158
Kerennya BRImo itu cashback-nya bikin saya lebih semangat belanja. Gak ada di aplikasi lain yang saya pakai! Membuat pengalaman banking lebih menarik!,5,2.74.0,2024-11-30 09:50:09,LABEL_1,0.9998152852058411
Fitur setor tunai tanpa kartu di ATM BRI bikin saya sangat senang! Saya bisa setor uang kapan saja tanpa ribet bawa kartu. Ini bikin proses keuangan jadi lebih fleksibel bagi saya.,5,2.74.0,2024-11-30 09:49:55,LABEL_1,0.9998677968978882
Bagus dan mudah di gunakan,5,2.73.0,2024-11-30 09:49:36,LABEL_0,0.9952839016914368
App BRImo sangat bermanfaan banget bagi saya dan sangt membatu dalm mambayar berbagai tagihan dengan mudah dan cepat,5,2.72.0,2024-11-30 09:48:41,LABEL_1,0.9998037219047546
"Gak ada fee tersembunyi! Setiap transaksi jelas, jadi saya tenang.",5,2.72.0,2024-11-30 09:48:35,LABEL_1,0.9997650980949402
"Semenjak Pake Brimo, potongon satu bulan terakhir ini, terbilang sering, bisa 3 kali dalam seminggu itupun jumlahnya kadang berbeda, kmrin 7.500, dan 4 haru yang lalu 3.200 dan skrng 2.000",3,2.72.0,2024-11-30 09:46:12,LABEL_0,0.9990973472595215
Mudah dan praktis,5,2.73.0,2024-11-30 09:45:15,LABEL_1,0.9996504783630371
Sangat mudah,5,,2024-11-30 09:41:20,LABEL_0,0.9999110698699951
Ok Mudah dalam segala transaksi,5,2.72.0,2024-11-30 09:38:24,LABEL_1,0.9638809561729431
"Untuk pengguna di luar negri yang mengalami kendala no yang terdaftar sudah tidak aktif,perangkat hp yang berbeda,dan penggantian email mungkin brimo harus ada koreksi.karena nasabah berada di luar negri jaman sudah canggih.harus nasabah yang bersangkutan untuk melakukan penggantian no hp dan verifikasi.terimakasih",1,,2024-11-30 09:38:20,LABEL_0,0.8963301777839661
Sangat mudah,5,2.73.0,2024-11-30 09:36:30,LABEL_0,0.9999110698699951
Segalanya jadi mudah,5,2.73.0,2024-11-30 09:34:26,LABEL_1,0.9994403719902039
Bagus aplikasinya sangat membantu,5,2.72.0,2024-11-30 09:31:45,LABEL_1,0.8721557855606079
Ok,5,,2024-11-30 09:13:33,LABEL_0,0.9997263550758362
Fitur investasi di BRImo juga menarik! Dapat beli emas dan mengatur investasi dengan mudah. Makin percaya diri dalam mengelola keuangan.,5,2.74.0,2024-11-30 09:13:17,LABEL_1,0.9998574256896973
Praktis semoga aplikasi bisa berkembang lagi,5,2.72.0,2024-11-30 09:07:25,LABEL_1,0.9925103187561035
Sangat membantu dan praktis,5,2.72.0,2024-11-30 09:06:48,LABEL_1,0.9997568726539612
Sangat baik,5,2.72.0,2024-11-30 08:56:13,LABEL_0,0.9998960494995117
"BRIMO emang mantap sangat mebantu dalam memenegement keuangan saya untuk urusan transfer sangat mudah dan bisa di manapun dan juga untuk pembuka,an rekening tabungan juga sangat mudah sekarang BRIMO emang the best👍👍👍",5,2.72.0,2024-11-30 08:43:17,LABEL_1,0.9998658895492554
"Kalau ngomongin aplikasi keuangan, BRImo pasti jadi salah satu yang teratas di pikiran saya! Semua fitur yang ditawarkan jelas dan bermanfaat. Saya sudah lebih dari setahun menggunakan aplikasi ini.",5,2.72.0,2024-11-30 08:39:11,LABEL_1,0.9992953538894653
Sangat memuaskan,5,2.72.0,2024-11-30 08:38:56,LABEL_0,0.9997604489326477
Aplikasi mobile banking yang cukup bagus👍 buat buka rekening 👌 dan melakukan transaksi internet banking mudah dan praktis karena fiturnya sederhana sehingga mudah digunakan😁,5,,2024-11-30 08:38:03,LABEL_1,0.9998175501823425
Lancar,5,2.72.0,2024-11-30 08:36:26,LABEL_0,0.9998180270195007
Sangat membantu,5,2.74.0,2024-11-30 08:32:32,LABEL_0,0.9348582029342651
Tunai tarik jadi lebih gampang,5,2.72.0,2024-11-30 08:31:17,LABEL_1,0.999567449092865
Transaksi apapun mudah dan cepat di sini terima kasih BRI MO,5,2.72.0,2024-11-30 08:07:34,LABEL_1,0.9997586607933044
Saya suka fitur cashback-nya! Setiap transaksi jadi lebih menguntungkan.,5,2.72.0,2024-11-30 08:04:38,LABEL_1,0.9998750686645508
"BRImo sangat membantu saat butuh uang cepat. Setor tunai tanpa kartu, wow!",5,2.72.0,2024-11-30 08:04:23,LABEL_1,0.9998239874839783
"Aplikasi yang bermanfaat dan memudahkan,buka rekening jadi gampang gausah perlu ke kantor,pake mobile banking juga lancar selama ini buat transfer dan pembayaran elektronik puas sih selama pake brimo bisa diandalkan 😄😁😇",5,2.72.0,2024-11-30 08:04:15,LABEL_1,0.9998059868812561
Puas sangat penting,5,2.73.0,2024-11-30 07:58:29,LABEL_0,0.9999079704284668
Aman Cepat transaksi nya,4,2.73.0,2024-11-30 07:51:41,LABEL_1,0.9981222748756409
"Brimo itu keren! Aplikasinya cepet banget, transaksi super simpel, dan buka rekening jadi gampang. Nggak ribet, semua bisa selesai dalam hitungan menit. Coba deh, ga akan kecewa! 🤗",5,2.69.0,2024-11-30 07:40:30,LABEL_1,0.999711811542511
Excelentt,5,2.73.0,2024-11-30 07:39:48,LABEL_0,0.9998652935028076
Sangat membantu dalam proses,5,2.73.0,2024-11-30 07:36:44,LABEL_1,0.9995936751365662
"Dengan adanya BRImo BRI sangat membantu dan mobile banking ini sangat memberikan kemudahan yang ditawarkan oleh BRI dalam pembelian token listrik berupa pulsa, mudah-mudahan kedepannya ada lagi system kemudahan yang ditawarkan ke pelanggan, pokoknya sangat puas dengan aplikasi brimo ini 😀😀😀",5,2.74.0,2024-11-30 07:36:12,LABEL_1,0.9997223019599915
Terbaik,5,2.72.0,2024-11-30 07:34:43,LABEL_0,0.9998160004615784
"Saya sudah pakai BRImo untuk bayar tagihan dan top up e-wallet, semuanya gampang banget! Gak perlu antri di bank lagi, puas!",5,2.72.0,2024-11-30 07:34:06,LABEL_1,0.9997585415840149
sangat bagus,5,2.72.0,2024-11-30 07:22:43,LABEL_0,0.9998650550842285
Lebih mudah sekarang,5,2.72.0,2024-11-30 07:18:47,LABEL_1,0.9996981620788574
System keamanan yang sangat baik tanpa merepotkan bagi penggunanya,5,,2024-11-30 07:16:23,LABEL_1,0.9996516704559326
Good,5,2.72.0,2024-11-30 07:12:49,LABEL_1,0.9998272061347961
Sangat membantu,5,2.73.0,2024-11-30 07:11:08,LABEL_0,0.9348582029342651
sangat puas dan bagus,5,2.72.0,2024-11-30 07:05:11,LABEL_0,0.9997926354408264
Mudah aman dan cepat,5,2.73.0,2024-11-30 07:02:53,LABEL_1,0.999468982219696
BRImo bikin hidup saya lebih mudah. Happy banget dengan pengalaman ini!,5,2.74.0,2024-11-30 06:58:11,LABEL_1,0.9998751878738403
Ok,5,2.73.0,2024-11-30 06:45:13,LABEL_0,0.9997263550758362
"Aplikasinya sangat membantu,Feedback Dari Saya, minta tolong untuk ke depannya harus di perbaiki lagi Sistemnya,soalnya waktu pembaruan,saldo saya tiba"" habiss semua padahal sebelumnya Saldo saya masi ada,dan saya tunggu sampai beberapa jam,kurang lebih 3 jam,an, kemudian Saldo saya kembali lagi ,Terimah kasih untuk aplikasi Brimo🙏🏻",5,2.74.0,2024-11-30 06:44:20,LABEL_0,0.9090377688407898
"Ribet bat mau daftar, data diri dah sesuai semuanya tapi ga bisa di lanjutkan. No HP yg ga terdaftar bla bla bla",1,2.72.0,2024-11-30 06:09:27,LABEL_0,0.9999223947525024
sipppp mantap,5,2.72.0,2024-11-30 05:50:25,LABEL_1,0.9997847676277161
Saya suka bisa beli voucher game lewat BRImo. Banyak pilihan!,5,2.74.0,2024-11-30 05:14:13,LABEL_1,0.9998962879180908
Sangat membantu🙏🙏👍👍,5,,2024-11-30 05:13:10,LABEL_1,0.9998438358306885
Sangat membantu,5,2.74.0,2024-11-30 05:00:05,LABEL_0,0.9348582029342651
Mbangking paling sempurna pokoknya mantap transfer cepat lancar jaya pokoknya mantap brimo semoga semakin sukses maju lancar 😘😘😘👍👍,5,2.72.0,2024-11-30 04:38:50,LABEL_1,0.9998341798782349
"BRImo adalah solusi cerdas untuk semua keperluan transaksi saya. Selama ini, saya cuma tahu cara konvensional, tetapi sekarang saya bisa melakukan semuanya lewat aplikasi ini!",5,2.72.0,2024-11-30 04:38:47,LABEL_1,0.9997732043266296
"M,banking minta d upgret tetuuus,pusing",2,2.73.0,2024-11-30 04:31:14,LABEL_0,0.999919056892395
Sangat mempermuda hidup,5,2.72.0,2024-11-30 04:30:09,LABEL_0,0.9994321465492249
"Sekali lagi, BRImo bener-bener ngasih kemudahan. Gak mau pakai yang lain!",5,2.72.0,2024-11-30 04:13:55,LABEL_1,0.9998250603675842
"gagal login Mulu email cs jawabannya muter muter itu itu aja, kalian gagal login? udh ganti bank aja, yg ngoding apk nya aja ngak benar pecat aja woi ngk jelas yg ngoding masalah bertahun tahun tetap sama aja nga prnah hilang ni masalah gagal login",1,2.72.0,2024-11-30 04:07:24,LABEL_0,0.9999306201934814
BRImo menjadi andalan saya ketika berada di luar negeri. Saya bisa melakukan transaksi tanpa kendala dan tetap mendapatkan nilai cashback yang menguntungkan. Aplikasi ini sangat membantu!,5,2.72.0,2024-11-30 04:02:34,LABEL_1,0.9998069405555725
Aplikasi buruk,1,2.72.0,2024-11-30 04:01:58,LABEL_0,0.9998821020126343
Bagus,5,2.72.0,2024-11-30 03:58:58,LABEL_1,0.9978862404823303
"Aplikasi Brimo benar benar bagus, bisa memudahkan saya untuk bertransaksi, di tambah lagi menu layanananya komplit yang ada di mbanking, aplikanya juga mudah di gunakan untuk para nasabahnya, pokoknya top deh,,, 👍👍👍",5,2.72.0,2024-11-30 03:58:45,LABEL_1,0.9997982382774353
Memudahkan keperluan,5,2.73.0,2024-11-30 03:57:55,LABEL_0,0.9991955161094666
"buka rekening jadi gampang klo pake brimo,Aplikasi mobile banking yang mempermudah macam2 transaksi Krn banyak fiturnya",5,2.72.0,2024-11-30 03:41:37,LABEL_1,0.9998058676719666
Di coba dulu klu bagus saya kasih bintang 5,4,,2024-11-30 03:34:26,LABEL_1,0.9978780746459961
Bagus,5,2.72.0,2024-11-30 03:20:59,LABEL_1,0.9978862404823303
BRI BRImo... Tolong dong adakan menu untuk membayar pajak bumi bangunan. Agar mudah membayarnya... Plisss saya mohon. Untuk PBB wilayah Banten Tangerang selatan.,5,2.69.0,2024-11-30 03:20:56,LABEL_1,0.9993252754211426
Kenapa tidak bisa akses kamera depan saat verivikasi nya tolong di bantu,1,2.72.0,2024-11-30 03:20:38,LABEL_0,0.999911904335022
Fasts job..👍👍👍,5,2.72.0,2024-11-30 03:14:48,LABEL_1,0.9998606443405151
Good.. kembangkan,5,,2024-11-30 03:08:31,LABEL_1,0.9996935129165649
Semoga fitur nya semakin komplit,5,2.72.0,2024-11-30 03:04:32,LABEL_1,0.9998410940170288
Sangat mudah dan cepat,5,2.72.0,2024-11-30 03:00:43,LABEL_1,0.999197781085968
"Aplikasi BRImo sangat user-friendly. Registrasi gampang banget, langsung bisa dipakai!",5,2.72.0,2024-11-30 02:53:14,LABEL_1,0.9997926354408264
"Udahmah dikit dikit saldo kepotong,eeh sekarang gak bisa di klik dimana pun udah dicoba matiin hp(kirain hp gw eror)ternyata apk nya yg eror",3,2.73.0,2024-11-30 02:47:52,LABEL_0,0.9999384880065918
Menyenangkan sekali pakai BRImo,5,2.72.0,2024-11-30 02:47:46,LABEL_0,0.9981358051300049
"dengan adanya aplikasi BRImo ini sangat membantu sekali saat transaksi mobile banking, tidak perlu repot datang ke bank ataupun ATM..semoga semakin berkembang aplikasinya",5,2.72.0,2024-11-30 02:44:06,LABEL_1,0.999841570854187
Review jujur Sebagai pengguna setia BRI sangat senang sekali dengan adanya brimo ini.sangat terbantu untuk segala jenis pembayaran.untuk pembukaan rekening baru juga cukup mudah dan cepat proses nya.,5,,2024-11-30 02:40:05,LABEL_1,0.9998000264167786
Memuaskan,5,2.72.0,2024-11-30 02:39:26,LABEL_0,0.9996117949485779
BRImo cocok banget buat generasi muda yang butuh kemudahan dengan teknologi. Semua transaksi keuangan ada di genggaman tangan. Sukses terus!,5,2.72.0,2024-11-30 02:33:41,LABEL_1,0.9998378753662109
Bri terbaik,5,2.72.0,2024-11-30 02:25:20,LABEL_1,0.9994245767593384
"Buka rekening di aplikasi ini prosesnya lumayan cepet dan gak bikin ribet. Fitur aplikasi lumayan bagus, bisa transfer ke rekening orang lain tanpa perlu pake kartu",5,,2024-11-30 02:20:18,LABEL_1,0.9992513060569763
"Belanja online jadi makin gampang pakai BRImo! Bayar, cek saldo, semua dalam satu tempat. Kenapa saya baru tahu sekarang ya?",5,2.72.0,2024-11-30 02:13:45,LABEL_1,0.999818742275238
Bagus,5,2.74.0,2024-11-30 02:13:11,LABEL_1,0.9978862404823303
Josgandos,5,,2024-11-30 02:09:42,LABEL_0,0.9999204874038696
Mantap,5,,2024-11-30 02:09:19,LABEL_1,0.9820002913475037
Transaksi lebih baik,5,2.73.0,2024-11-30 02:00:18,LABEL_1,0.998210072517395
Sampai sekarang kenapa belum diperbaiki saya sudah mengirim pengaduan saya terkait tidak bisa diklik pada layar nya saya mau masuk tidak bisa,1,2.73.0,2024-11-30 01:45:59,LABEL_0,0.9999374151229858
The best,5,2.72.0,2024-11-30 01:45:09,LABEL_1,0.999704897403717
"BRImo bener bener ngebantu banget deh, jenis transaksi nya super lengkap selalu update. Aplikasi nya juga cepet dan aman. 😍👍👍",5,2.72.0,2024-11-30 01:44:30,LABEL_1,0.9998205304145813
Brimo salah satu apk yang sangat memudahkan pengguna di dalam melakukan transaksi mulai pengiriman uang dan pembelian pulsa ataupun token listrik sangat mudah😍😍😍 -mobile banking,5,,2024-11-30 01:42:50,LABEL_1,0.9998291730880737
Aplikasi sangat buruk,1,2.73.0,2024-11-30 01:27:38,LABEL_0,0.9999221563339233
Keren,5,2.72.0,2024-11-30 01:25:38,LABEL_1,0.9997929930686951
"BRImo membantu saya bayar tagihan dengan cepat. Praktis banget, recommended!",5,2.72.0,2024-11-30 01:13:14,LABEL_1,0.9998613595962524
mudah n praktia,5,2.74.0,2024-11-30 01:12:44,LABEL_0,0.9990800619125366
"Impresif! Itulah yang saya rasakan setelah mencoba BRImo. Selama ini saya kesulitan mengelola keuangan, tetapi dengan aplikasi ini, semuanya jadi lebih teratur.",5,2.72.0,2024-11-30 01:08:06,LABEL_1,0.9997991919517517
masa scan qris 2 kali tf,1,2.73.0,2024-11-30 01:05:32,LABEL_0,0.9979333877563477
Jadi serba mudah yang perlukan,5,2.72.0,2024-11-30 01:04:55,LABEL_1,0.9986515641212463
👍👍👍,5,2.72.0,2024-11-30 01:04:05,LABEL_1,0.999293327331543
"Buka rekening BRImo ternyata sangat mudah dan gampang, aplikasinya sangat bagus juga banyak piturnya, bisa bayar listrik, pulsa,kuota, internet. Pembayaran shopee dan lainnya juga bisa, dan pastinya aman .👍😘😍",5,2.74.0,2024-11-30 00:45:20,LABEL_1,0.9997490048408508
Pemula,5,2.72.0,2024-11-30 00:39:12,LABEL_0,0.9998776912689209
Belanja online lewat BRImo jadi lebih praktis. Semuanya terintegrasi!,5,2.72.0,2024-11-30 00:38:00,LABEL_1,0.9998337030410767
SAYA SUNGGUH BERTERIMA KASIH SEBANYAK BANYAK KEPADA BANK BRI DAN APLIKASI BRImo SEMOGA SUKSES DAN SEMAKIN MAJU. thank's,5,2.72.0,2024-11-30 00:37:32,LABEL_1,0.9993270635604858
Sangat membantu..,5,2.73.0,2024-11-30 00:31:19,LABEL_1,0.998950183391571
First time pake BRImo.. Cukup bagus dan cepat proses nya,5,2.72.0,2024-11-30 00:29:18,LABEL_1,0.9995909333229065
Sangat mudah dan aman👍,5,2.72.0,2024-11-30 00:21:58,LABEL_1,0.999161958694458
Sangat membantu dan efisien,5,2.72.0,2024-11-30 00:21:48,LABEL_1,0.9996771812438965
sangat amat membantu,5,2.72.0,2024-11-30 00:20:34,LABEL_0,0.9994435906410217
Baik,5,2.72.0,2024-11-30 00:18:39,LABEL_0,0.8662340641021729
min gimana lupa username sama password,5,2.72.0,2024-11-30 00:13:43,LABEL_0,0.9999251365661621
"Gak nyesel pakai BRImo! Kalo mau cepat dan praktis, BRImo adalah juaranya! Dibanding aplikasi lain, saya lebih suka BRImo sebagai teman banking.",5,2.72.0,2024-11-30 00:09:16,LABEL_1,0.9997228980064392
Mantap,5,2.72.0,2024-11-30 00:08:18,LABEL_1,0.9820002913475037
"Maaf bapak/ibu saya mau tanya, Ini BRImo saya nomer nya udah gak bisa di gunakan dan saya mau ganti kartu, Bisa gak kalo untuk no untuk Persipasi nya di kirim ke email,?",5,2.72.0,2024-11-30 00:07:29,LABEL_0,0.9977299571037292
Mempermudah urusan Keuangan,5,2.72.0,2024-11-30 00:05:07,LABEL_1,0.9997285008430481
Sangat membantu dalam proses pembayaran,5,2.73.0,2024-11-29 23:48:30,LABEL_1,0.9997014403343201
transaksi cepat,5,2.72.0,2024-11-29 23:46:06,LABEL_1,0.9985001087188721
"Ini aplikasi memudahkan banget buat transaksi 🤸🏽 terlebih buat yang mager ngambil duit di ATM, bisa langsung scan QRIS selesai! Zaman sekarang serba simple dan canggih! Buka rekening baru juga mudah, tidak perlu ke KCP, lebih irit waktu pula! 💕",5,2.72.0,2024-11-29 23:41:02,LABEL_1,0.9998231530189514
Mantap,5,,2024-11-29 23:40:24,LABEL_1,0.9820002913475037
Membantu memudahkan penggunaan sehari hari,5,,2024-11-29 23:40:20,LABEL_1,0.7852538824081421
"Gagal verifikasi kode pin ErorSIXS Apk apaan ni woy, stress habisin waktu berjam-jam cuman keluar masuk apk.",2,2.72.0,2024-11-29 23:35:37,LABEL_0,0.9998996257781982
BRImo bikin hidup saya lebih praktis. Semua transaksi jadi lebih gampang!,5,2.72.0,2024-11-29 23:29:46,LABEL_1,0.9998716115951538
Cepat,5,2.72.0,2024-11-29 23:29:37,LABEL_1,0.9995249509811401
"Trimakasih brimo,dgn apl ini jadi menghemat waktu,cukup drmh aja bertransaksi nya",5,2.72.0,2024-11-29 23:29:08,LABEL_1,0.9998071789741516
sangat mudah dan gampang . memuaskan,5,,2024-11-29 23:28:30,LABEL_1,0.9936588406562805
Penggunaan sangat mudah,5,,2024-11-29 23:26:49,LABEL_0,0.9999258518218994
mantul,5,,2024-11-29 23:25:19,LABEL_0,0.9998476505279541
Kok sekarang login nya manual ya?,5,2.73.0,2024-11-29 23:24:23,LABEL_0,0.9999288320541382
Bagus,5,2.72.0,2024-11-29 23:22:56,LABEL_1,0.9978862404823303
"Dengan BRImo mobile banking memudahkan saya bertransaksi👌, bisa transfer langsung dari HP ♥️ ngga perlu ke ATM, fitur2 juga mudah dipahami ngga ribet .👍, download deh guys biar mudah transaksi apa aja..",5,,2024-11-29 23:17:43,LABEL_1,0.9998283386230469
Bgus,5,2.72.0,2024-11-29 23:15:41,LABEL_0,0.9998890161514282
"Sangat mudah bertransaksi tnpa keluar rumah cape, Alhamdulillah jaringan selalu bagus tiap bertransaksi keren aplikasi brimo semoga sukses selalu brimo",5,2.73.0,2024-11-29 23:13:00,LABEL_1,0.999875545501709
Mantap..,5,2.69.0,2024-11-29 23:12:40,LABEL_0,0.9397805333137512
BRImo memudahkan saya untuk mengumpulkan poin untuk ditukar. Sekarang saya bisa belanja dengan harga lebih murah dengan BRIpoin yang saya kumpulkan.,5,2.72.0,2024-11-29 23:12:31,LABEL_1,0.9997066855430603
Aplikasi tololll muter muter terus Padahal sinyal bagus!!!!!,1,2.72.0,2024-11-29 23:11:47,LABEL_0,0.9999188184738159
Mntab pkokny laah,5,2.72.0,2024-11-29 23:10:41,LABEL_0,0.9998863935470581
mantap,5,2.72.0,2024-11-29 23:09:42,LABEL_0,0.9989400506019592
Sngt puas,5,2.72.0,2024-11-29 23:09:39,LABEL_0,0.999241828918457
Mempermudah transaksi kaum mager,5,2.72.0,2024-11-29 23:08:51,LABEL_1,0.9996581077575684
Aplikasi yg sangat membantu,5,2.72.0,2024-11-29 23:08:31,LABEL_1,0.9882556200027466
Kebanyakan notifikasi prabayar .tiap hari kok 3sms 4sms apa lagi satu SMS-nya 750 seminggu 20 SMS ya habis lama lama saldonya,2,2.72.0,2024-11-29 23:06:57,LABEL_0,0.9999169111251831
BRImo memang mantap,5,2.72.0,2024-11-29 23:05:47,LABEL_0,0.5070515871047974
"bagus,tapi tetap tingkatkan terus.",5,2.73.0,2024-11-29 23:03:32,LABEL_1,0.8612415194511414
cepat sing singkat,5,2.73.0,2024-11-29 23:00:21,LABEL_0,0.9956514239311218
Ok mantap,5,2.72.0,2024-11-29 22:58:38,LABEL_1,0.9996150732040405
Keren 👍👍👍😊,5,2.73.0,2024-11-29 22:56:00,LABEL_1,0.9998606443405151
sangat cepat bertransaksi tq brimo,5,2.72.0,2024-11-29 22:53:27,LABEL_1,0.9937542080879211
Mudah dan cepat,4,,2024-11-29 22:53:01,LABEL_1,0.9993038177490234
sejauh ini masih jadi mbanking bank konvensional paling bagus saya rasa,5,2.73.0,2024-11-29 22:48:29,LABEL_1,0.9968422651290894
Sangat membantu dalam transaksi,5,2.72.0,2024-11-29 22:47:42,LABEL_1,0.9996167421340942
"Tidak ada akses kamera depan padahal semua izin sudah di aktifkan, mohon bantuan nya",2,2.72.0,2024-11-29 22:47:27,LABEL_0,0.9999330043792725
josss,5,2.73.0,2024-11-29 22:45:02,LABEL_0,0.9998488426208496
Memudahkan dalam transaksi tks BRI jaya selalu,5,2.73.0,2024-11-29 22:41:03,LABEL_1,0.9998019337654114
Prkatis,5,2.72.0,2024-11-29 22:40:34,LABEL_1,0.9997105002403259
Ok,5,2.72.0,2024-11-29 22:40:04,LABEL_0,0.9997263550758362
"Untuk menabung saya membuka rekening di BRI saya juga mendownload aplikasi BRImo untuk memudahkan saya bertransaksi dengan rekan bisnis serta untuk pembayaran setiap tagihan seperti listrik,pulsa, internet dan lain nya 🙏🙏🙏",5,2.72.0,2024-11-29 22:38:51,LABEL_1,0.9997758269309998
Aplikasi Yg Mantap,5,2.72.0,2024-11-29 22:35:18,LABEL_1,0.9996119141578674
Jadi engga ke brilink lagi setelah punya aplikasi BRImo,5,2.72.0,2024-11-29 22:33:06,LABEL_0,0.9998168349266052
Banyak membantu,5,2.74.0,2024-11-29 22:33:06,LABEL_1,0.9998297691345215
Ok,5,,2024-11-29 22:32:23,LABEL_0,0.9997263550758362
"Banyak potongan, dan tiba-tiba hampir tiap hari yang berkurang 4.500 2.500.7.500 hampir tiap hari ini sangat buruk bagi kami",1,2.72.0,2024-11-29 22:32:22,LABEL_0,0.9999139308929443
Baik,5,2.72.0,2024-11-29 22:32:09,LABEL_0,0.8662340641021729
Luar biasa,5,2.72.0,2024-11-29 22:30:53,LABEL_1,0.999708354473114
Bagus sekali syuka mbanking brimo nya mudah digunakan.,5,,2024-11-29 22:30:06,LABEL_1,0.999800980091095
Mntap bagus,5,2.72.0,2024-11-29 22:30:04,LABEL_0,0.9997974038124084
Sangat membantu,5,2.72.0,2024-11-29 22:29:53,LABEL_0,0.9348582029342651
Mudah dan cepat namun kadang loading lama saat transaksi,4,2.74.0,2024-11-29 22:29:16,LABEL_0,0.9999179840087891
sangat bagus,5,2.73.0,2024-11-29 22:22:42,LABEL_0,0.9998650550842285
mantap,5,2.72.0,2024-11-29 22:21:54,LABEL_0,0.9989400506019592
Nyaman sii baru belajar atm walau belum fisik tpi seenggaknya agak update ini dari smp udah pengen tpi nggk bisa wkwkkw akhirnya sekarang kesampean walau uangnya dikitt hehehe,5,2.72.0,2024-11-29 22:18:16,LABEL_0,0.999889612197876
Saran di perketat keamanan nya..,5,2.72.0,2024-11-29 22:17:38,LABEL_0,0.9997137188911438
Mantak,5,,2024-11-29 22:15:10,LABEL_0,0.9998313188552856
Mantap terpercaya👍,5,2.73.0,2024-11-29 22:14:34,LABEL_1,0.9998302459716797
Sangat membantu,5,2.72.0,2024-11-29 22:11:00,LABEL_0,0.9348582029342651
Aman dan terjaga,5,2.73.0,2024-11-29 22:10:08,LABEL_1,0.9992489218711853
Mantab,5,,2024-11-29 22:05:50,LABEL_1,0.9995958209037781
Mantap jiwa,5,2.73.0,2024-11-29 22:04:42,LABEL_1,0.9995144605636597
"Alhamdulillah aplikasi ini memudahkan bangeeettttt 😭 Kirim ewalet free looh, gila ga siiiiii Makasi ya BRImo 🤗🤗",5,,2024-11-29 22:04:27,LABEL_1,0.9998741149902344
Keren cuma diperbaiki ya min kadang gabisa tf,5,,2024-11-29 22:02:19,LABEL_0,0.9999294281005859
Username dan password sudah benar tapi kenapa tdak bisa di buka....setiap klik login muncul maaf transaksi anda tidak bisa di proses..sudah 2 Minggu begini trus...,1,2.72.0,2024-11-29 21:58:37,LABEL_0,0.9999195337295532
memuaskan,5,2.73.0,2024-11-29 21:55:54,LABEL_0,0.9974333643913269
Lebih muda pokoknya☺️,5,2.73.0,2024-11-29 21:54:40,LABEL_1,0.9998815059661865
Baik,5,2.72.0,2024-11-29 21:51:00,LABEL_0,0.8662340641021729
bri memang ada untuk kita,5,2.72.0,2024-11-29 21:49:43,LABEL_1,0.9628915190696716
sekarang brimo banyak potongan,1,2.72.0,2024-11-29 21:47:37,LABEL_0,0.9999277591705322
Sangat puas .,5,2.72.0,2024-11-29 21:47:19,LABEL_0,0.9981755018234253
"Mantap dan keren banget aplikasi brimo ini.. transaksi harian sekarang lebih mudah, mulai dari pembayaran tagihan dan cicilan,Nasabah dapat mendaftar menggunakan nomor HP dari 11 negara, rekomen banget 👍",5,2.72.0,2024-11-29 21:45:55,LABEL_1,0.9998420476913452
"Bank BRI memang beda,selalu mudah dan cepat,baik tarik tunai dan setor tunai,selalu dekat di hati",5,,2024-11-29 21:44:56,LABEL_1,0.9995226860046387
"Tolong biaya notifikasi sms di hentikan, bikin beban, kalo niat mau digital jangan nanggung2, masa nonaktifkan notifikasi sms harus ke kantor",3,,2024-11-29 21:44:40,LABEL_0,0.9998899698257446
"Memanfaatkan BRIpoin dari transaksi BRImo itu menyenangkan! Kita bisa tukar poin dengan e-voucher. Rasanya kayak dapat bonus, padahal cuma belanja!",5,2.72.0,2024-11-29 21:43:09,LABEL_1,0.9997844099998474
"Ini kenapa BRI sekarang ada aja potongan Nya tiap bulan bisa sampai 2-3 kali, 1000-2000 kan tiap bulan 3 kali lumayan juga, Tolong dong padahal gw gak transaksi apa2",1,2.72.0,2024-11-29 21:43:04,LABEL_0,0.9995984435081482
"Gila, BRImo itu bener-bener aplikasi mobile banking paling praktis yang pernah saya coba! Sekarang bisa daftar dari luar negeri juga, saya jadi bisa buka rekening dari Jepang tanpa ribet!",5,2.72.0,2024-11-29 21:42:46,LABEL_1,0.9998021721839905
"Dari dlu aq tu paling malas ke bank ke bank, makanya pas ada brimo senang bngt, karna mau bayar2 mau transaksi PPOB apapun tuh tinggal pencet sat set jdi. Simple dan mudah digunakan. Sllu jdi pengguna setia brimo smpe skrg . Mantaapp brimo",5,2.72.0,2024-11-29 21:41:00,LABEL_1,0.9993008375167847
Baik,5,,2024-11-29 21:39:31,LABEL_0,0.8662340641021729
Mau masuk logis error,2,2.73.0,2024-11-29 21:38:19,LABEL_0,0.999893069267273
Bagus,5,2.62.0,2024-11-29 21:35:17,LABEL_1,0.9978862404823303
